,index,번호,제목,평점,감상평
1853,5,18138014,브로커,10,아이유 연기 정말 감동적이네요. 최고입니다
1854,6,18138013,브로커,1,"와 진짜로 영화관가서 보고 깜짝 놀랐습니다,, 진짜 너무 재미없네요 돈이랑 시간 아까웠습니다ㅜㅜ 다른 관객분들도 핸드폰 많이 하시더라구요"
1855,7,18138012,디파티드,9,"최고의 감독 그리고 최고의 배우들, 잭 니콜슨의 쥐 연기 최고였습니다 카리스마 장난 아니네요 무간도보다 좋았습니다"
1856,8,18138011,쥬라기 월드: 도미니언,1,뻔하디 뻔한 클리셰범벅. 돈과 시간 모두 아까움.
1857,0,18138010,13년의 공백,7,"남들에게만 잘하면 뭐하나? 타인을 위해 가족을 자기화한 이기적인 행동에 당한 가족의 고생은 누가 보상하라고? 가족이니 어쩔 수 없지 로 방관하지 말라! 전형적 일본,한국 동양적 가부장의 변명일 뿐! 그래도 연출, 연기는 너무 좋다!"
1858,1,18138009,센과 치히로의 행방불명,10,2001년작인걸 감안하면 최소 99년도부터 제작했다는건데… 최고다 모든것이
1859,2,18138008,인터셉터,1,아니 페미니즘을 둘째 치고 영화가 엉망이잖어...
1860,3,18138007,브로커,1,OO을하는구나 ㅋㅋ 배우가아깝다
1861,4,18138005,브로커,2,진짜 뭘 의미하는지도 모르겠음 ㅋ
1862,5,18138003,군도:민란의 시대,10,악역이지만 속으로는 강동원을 계속 응원했음ㅋㅋㅋㅋ
1863,6,18138002,킹메이커,10,한국의 정치 영화 중 가장 좋았다고 느낀 영화다. 서창대가 없어도 김운봉은 당선되었다.
1864,7,18138001,라스트 나잇 인 소호,1,하...초반만 좀 재밌었고 중반 이후부터는 노잼이라 그만볼까 하다가 안야랑 토마신 때문에 억지로 봤다 진짜ㅋㅋㅋ그냥 재미없는것뿐만 아니라 공감 전혀 안되고 불쾌한 영화임
1865,0,18138000,맨 인 블랙 3,10,미쳤다 진짜 완벽한 영화
1866,1,18137999,맨 인 블랙 2,6,맨인블랙 시리중에 이게 제일 bad
1867,2,18137998,브로커,2,소문난 잔치는 위험하다.
1868,3,18137997,허슬,10,좋은시간을선물해 주셔서감사합니다 ^^
1869,4,18137996,범죄도시2,8,"범죄자의 심리와 잘 구연한거 같아요 마동석님이 왜 손석구님을 사자라 했는지 알거 같았어요 저는 추리 소설을 좋아해서 약간에 예측이됐어요 그래도 마동석,손석구님외 출연한 많은배우님들고생하셨구 잘봤습니다 감사합니다"
1870,5,18137995,범죄도시2,2,"개연성없는 최악의 연출.음향감독의 오버스러운 액션씬 사운드는 90년대 중국 무협영화 보는듯한느낌을 준다. 마동석 펀치소리 날때마다 정말 영화 몰입도가 떨어진다.또한 미술감독은 장소섭외가 안되면세팅이라도 제대로 해야지 백화점 주차장 촬영때 백화점 안은 주말 백화점 세일할때 인파인데 주차장에 주차요원 하나없고 주차하는 사람 하나 없는게 말이 되나?그리고 백화점 들어가기 전에 도로에서 범인차를 경찰과 함께 다둘러 싸서 도주로 완벽차단 했는데 범인들이 차에서 내려서 위협한것도 아닌데 장이수는 굳이 후진해서 백화점 주차장으로 갔으며 그로인해 범인들의 도주로가 생겨 나게 만들고 백화점에서 마동석의 원펀치를 보여주게 되는데 이게 자연스러운가? 정말 스토리와 연출에 부끄럽지 않은가?윈작의 패러디는 적당히 해야하는데 너무 뜬금없이 스토리와 개연성을 떨어뜨리면서 까지 넣어야 하는지와 원펀맨도 아니고 굳이 마동석 원펀치를 중국 무협액션마냥 소리넣어서 그렇게 강조 했었어야하는가?두시간 가량 영화보며 이게 뭐지?라는 생각밖에 안들었다.그저 영화내내 손석구의 연기만 빛났고 마동석의 좋은 연기는 쓰레기같은 연출에 빛바래서 아쉬웠다.음향감독, 미술감독은 정말 반성하고 그걸 총 연출한 감독역시 반성하길 바란다."
1871,6,18137993,47 미터,10,진짜 쫄깃하게 봄. 결말 ㅎㄷㄷ
1872,7,18137992,브로커,8,"호불호가 갈릴수 밖에 없는게, 첨부터 끝까지 큰 굴곡없이 잔잔의 연속이다.팬심 필터를 끼고 봐도 솔직히 상현 무리(?)에게 공감이 전혀 생기지 않았다.개인적으로 첨부터 끝까지 내 생각이랑 같은 말을 뱉는 역할은 형사들이었다. 그점이 아쉬웠음-하지만 분명히 어느 한 장면에서는 눈물이 찔끔나고 울컥하더라.단순 재미용으로 보기엔 솔직히 어려운 영화라고 생각한다"
1873,8,18137990,엑스트레모,2,주인공은 무적이다ㅋㅋㅋ
1874,0,18137989,닥터 스트레인지: 대혼돈의 멀티버스,7,1에 신선함과 어벤져스 속 영웅담이 있었던 많은 인지도를 쌓은 닥스에게 기대가 너무 컸던 탓일까.. 아직 내가 CG기술을 따라가기 힘들엇던 걸까.. 음표ㅋ
1875,1,18137988,사라진 시간,1,시간이 사라졌습니다…..
1876,2,18137987,브로커,10,스토리가 잔잔하기만 할 줄 알았는데 중간중간 웃음 포인트도 꽤 있고 관람차씬이랑 소영이가 태어나줘서 고마워 하는데 눈물이 나더라구요ㅠㅠ 너무 좋았어요ㅠ 열린결말인게 약간 아쉬웠는데 그래도 저는 재밌게 잘 봤어요!
1877,3,18137986,쥬라기 월드: 도미니언,5,몇몇 장면은 괜찮았지만 그게 전부
1878,4,18137985,부산행,8,멕아더 테라~2'3'4까지.갈수있었는데....
1879,5,18137984,친구2,8,비열하게 조직을 장악한 부회장이 진정 깡패의 본모습 같다. 유오성 김우빈의 연기가 단연 돋보여서 볼만했다.
1880,6,18137983,범죄도시2,10,50번 볼거임 1보다 재밋
1881,7,18137982,쉰들러 리스트,10,어쩌다 역사는 저 지경으로까지 갔을까. 우리는 무엇을 경계해야 하고 무엇을 간직하고 기억해야 할까.
1882,8,18137981,데드캠핑 더라이브,1,자극적이고 하드코어한 게 언젠가 트렌드가 되어서 개나 소나 다 그렇게 영화 만들면 다 성공 할 줄 아나? 정말 질 떨어지는 영화
1883,9,18137980,브로커,1,"진짜 영화 점수 처음 남겨보는데,,시간과 돈 모두 너무 아깝고 화나서 남깁니다^^이런 영화는 왜... 만들어지는걸까요개연성도 없고 뭔소리를 하고싶은건지....;;;;"
1884,0,18137979,인턴,10,이영화는 3번째 보는데도 큰 여운과 교훈을 주는 영화인것 같다. 배우들의 연기도 한몫했고 스토리가 지겹지가 않고 재미있게 보았다.
1885,1,18137977,연애 빠진 로맨스,8,둘다 새로운 스타일의 배우. 그리고 둘다 연기 굿근데 온통 ㅅㅅ 얘기인데 15세관람가는 좀….
1886,2,18137976,브로커,10,평이 안좋아서 걱정 많이 하고 봤는데 괜한 걱정이었습니다! 배우들 모두 연기가 설득력 있어서 굉장히 몰입감 있게 봤어요! 디테일한 연출도 많은 거 같은데 놓친 부분이 아쉬워서 한 번 더 볼 예정입니다!
1887,3,18137975,유체이탈자,7,기대안하고 봤는대~ 잼있게봤습니다. 스토리가 탄탄하고 대사한마디 한마디 집중해서 듣지않으면 영화 내용못따라갑니다~ㅎㅎ전체적으로 보면 조금 아쉬운 부분도 좀 있지만 시간가는 줄 모르고 잘봤네요
1888,4,18137974,브로커,1,"아,정말 내가이상한건가 너무 졸려서 참고또참는데 옆에서는 이미들 졸고있어서 깜짝놀람..원래 작품상들 영화너무 좋아하는데 너무 기대가큰건가..개연성없는 스토리, 어색한 연기.. 어트케요 ㅠ 그냥 집에서 나중에 볼껄 ㅠ"
1889,5,18137973,모아나,10,"ost, 연출 뭐 그럭저럭 괜춘하네요"
1890,6,18137972,브로커,8,뭔가 가정과 가족에 대한 생각을 많이 하게되는 그런 영화였다... 이 영화에서 진짜 해성이라는 8살짜리 꼬마아이가 제일 긍정적인 영향을 준것 같다!! 8살인데 능청스럽고 귀엽고ㅎㅎ
1891,7,18137971,범죄도시2,6,그냥 관람등급낮춘 킬링타임용 오락영화 범죄도시1의 긴장감이 1도 안느껴짐
1892,8,18137970,브로커,6,배우들이 왜 이 영화를 선택한지 모르겠다
1893,9,18137969,브로커,10,재밌네요 그래서 보다가 중간에 나왔어요 한 번 다시 볼 생각은 없어지는 것 같아요 ^^
1894,0,18137968,쥬라기 월드: 도미니언,1,전작 흥행해서 잼있겠다고 한 새끼들 다 어디갔냐?/전작도 별로라서 시리즈는 거른다고 했더니 존나 개거품 물고 덤비던데 그래서 기다린 결과가 만족하세요?/같이 보러갈 사람이 있어서 잼있었던건지 정말 궁금함
1895,1,18137967,1917,10,"사실적인 표현과 디테일, 영상미, 롱테이크 기법을 많이 사용했지만 지루하기는커녕 오히려 더 몰입된다. 뭐 하나 빠지는게 없다. 근래 본 전쟁 영화 중 단연 최고!"
1896,2,18137965,브로커,10,다들 태어나줘서 고마워
1897,3,18137966,브로커,10,다들 태어나줘서 고마워
1898,4,18137964,브로커,8,"상현은 우성과의 소영 가족을 위해 본인을 희생했다고 생각해요. 마지막에 거래현장에서 같이 나가다가 친부의 부인이 보낸 사람을 대응합니다. 후에 뉴스가 흘러나오죠. 그 사람이 만난 장소에서 사람이 죽었고 4천만원이 남아있었다고. 친부쪽에서 위협으로 부터 이 가족을 지키기 위해 상현이 희생해서 막아준 것이라고 생각합니다.""태어나줘서 고마워"" 에서 저는 정말 많은 눈물을 흘렸습니다. 극중 소영을 비난하는 것은 ""어떻게 아이를 버려"" 인데, 소영의 생각은 임신을 했을때 ""어떻게 아이를 죽여""를 더 크게 생각했던 것 같습니다. 그래서 소영은 임신중절 대신, 낳아서 버리는 것을 택한 것으로 생각했습니다. 그래서, 소영이 인물들에게 각자 ""태어나줘서 고마워""를 말해주는 것은 소영이 입장에서 엄청난 의미를 가지고 있다고 생각했습니다. 저는 직접적이였지만, 단 한번도 그말을 들어보지도, 하지도 않은 사람들이 가장 진심을 담아 듣고, 진심을 담아 말한 장면이라고 생각해서 좋았습니다.감독이 결말을 관객 스스로에게 맡기는 식으로 끝냈다고 생각합니다. 저는 제 방식대로, 해피엔딩으로 영화를 봐서 행복했습니다."
1899,5,18137963,브로커,10,"""태어나줘서 고마워"""
1900,6,18137962,브로커,1,7광구를 재껴버릴만한 작품
1901,7,18137961,브로커,10,독립영화 같은 감성으로 잔잔하고 길게 다가오고 풀기 어려운 얘기를 잘 풀어낸 영화
1902,8,18137960,더 파이브,1,개재미없음 쓰레기영화
1903,9,18137959,범죄도시2,10,굿 이맛에본다 믿고보는마블리
1904,0,18137958,브로커,1,소재는 못보던거라 신선함.하지만 진짜 뭐를 전달하고 싶은지 모르겟음.뭐가 잇겟지 뭔가 잇을거야 하며 꾸역꾸역 봤지만 배우들 연기력이 아까움. 후반가면 갈수록 뜸금없는 장면이 많고 후반부에서 몇몇 장면은 진짜 뭐지? 싶을정도로 이상했음 연기로도 커버가 안됨. 엔딩도 한번에 이해가지 않고 정확하지도 않음.기대감 갖고 가격나가는 누워서보는 극장에서 봣는데 솔직히 중간중간 졸앗음. 돈아깝단 생각듬.12분 기립박수 왜친거임 대체?아이유 연기는 잘함 흑화도 잘어울림. 다른 배우분들은 말할거도 없고. 출연하시는 연기자분들 조연들조차 팬이라서 꾹 참고 끝까지 봄.실망감과 안타까운에 한숨뿐...
1905,1,18137956,라스트 캐슬,10,This is the MOVIE!!!!
1906,2,18137955,범죄도시2,9,재밌다 맛있다
1907,3,18137954,범죄도시2,10,재미있어요~ 킹왕짱~
1908,4,18137953,캐시트럭,8,꿈도 희망도 없는 버전의 테이큰
1909,5,18137952,돼지 같은 여자,1,문일아 영화 때려치워라. 별점 1점도 아까운 영화.
1910,6,18137951,브로커,2,"개연성 떨어진다 졸작이라는 혹평 듣고 궁금해서 봄. 보고나니 알겠음... 왜 그런말이 나왔는지. 캐릭터들의 태도 전환의 계기가 명확치않고 생략이 많아서 스토리 흐름, 대사에 공감하기가 좀 어려움. 관객이 느끼면 되는 말은 또 인물들이 툭툭 뱉음. 마지막 부분의 배두나의 독백은 참,,, 할많하않. 몇몇 대사는 안 들리고, 마지막 몇몇 그림은 컷이 짧게 훅훅 들어와서 이해를 다 못했음. 단순하지만 얽혀있는 인물이 또 여럿이라서 스토리에 긴장감을 주기보다 그저 조잡해서 실망스러움."
1911,7,18137950,파이트 클럽,10,천재적이라고 볼 수 밖에 없는 영화 통쾌하고 카타르시스를 느꼈다 현대 사회에 모두에게 필요한 영화가 아닐까
1912,8,18137949,매드맥스: 분노의 도로,10,"볼까말까 고민하다가 이제 보았다. 안본 과거의 나에게 감사하다. 지금 봐도 전혀 오래된 느낌이 나지 않으며, 액션 영화에 대한 내 기준을 올려주었다."
1913,0,18137948,자산어보,10,정약전이 만난 마지막 좋은 벗이 흑산에 남겨진 역사가 아쉽다..
1914,1,18137947,브로커,10,계속 곱씹게 되는 영화인 것 같아요
1915,2,18137946,쥬라기 월드: 도미니언,6,기대를 너무 많이 했다. 쥬라기 공원 장면들만 갖다 붙인 느낌? 메뚜기 밖에 기억이 안남. 공룡들이 넘 임팩트가 없었음 ㅠ
1916,3,18137945,메가로돈,1,와..정말 최악입니다...피해자가 생기지 않게 리뷰 남김니다..일단. 중국영화입니다.. 중국영화에 스타덤 나오는 정도 입니다.내용이.. 앞뒤 짜르고 갑툭튀로 전개가 됩니다. 스토리텔링이 없이.. 그냥 감동적일 것 같은 장면..그냥 스릴 있는 것 같은 장면..그냥 멜로 같은 장면..이런 어디선가 본적있는 그런장면들이.. 앞뒤 스토리가 없이 갑자기 팍 튀어 나옴니다..앵?이렇게 갑자기? 이런 느낌이라서.. 영화가 재미도 없고 감동도 없습니다..감동을... 느끼게 못하게 방해를 하는 영화입니다 ㅡ.ㅡ
1917,4,18137944,브로커,10,다들 연기가 너무 좋아요
1918,5,18137942,브로커,10,팬심으로 봤는데 무거운 마음을 가지고 나오게 된 영화.
1919,6,18137941,인터셉터,10,"나 여자인데라는 댓글은 거의 다 남자. 그리고 남자들이 꼭 뭐만 하면 경찰, 군대는 여자 남자 가릴 것 없다고 하면서, 뭔 일 터지면 여자 신명나게 까는 이중성을 발휘함. 한 얼굴에 입이 두 개인가 봄. 나도 별로 영화 재미없긴 한데 남자들이 죽어라 욕할게 보여서 평점 올려주러 왔음."
1920,7,18137940,패신저스,6,사회적 동물이 외로우면 벌어지는 기묘한 이야기
